S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine (liters),Power,Seats,New_Price,Price,updated_price
1938,Hyundai i10 Magna,Delhi,2015,34951,Petrol,Manual,Second,20.36,1.197,78.9,5.0,,3.15,3778.34
1939,Mahindra Scorpio S6 7 Seater,Kolkata,2015,52373,Diesel,Manual,Second,15.4,2.179,120.0,7.0,,8.5,10195.51
1940,Skoda Fabia 1.2L Diesel Classic,Hyderabad,2010,66285,Diesel,Manual,First,19.5,1.199,75.0,5.0,,3.0,3598.42
1941,BMW X5 xDrive 30d,Mumbai,2012,66000,Diesel,Automatic,First,15.3,2.993,258.0,5.0,,21.0,25188.92
1942,Honda Jazz 1.5 S i DTEC,Hyderabad,2016,43000,Diesel,Manual,First,27.3,1.498,98.6,5.0,,7.75,9295.91
1943,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mumbai,2013,45200,Diesel,Automatic,First,10.0,2.148,170.0,5.0,,23.0,27587.86
1944,Mahindra XUV500 AT W10 FWD,Mumbai,2016,41000,Diesel,Automatic,First,16.0,2.179,140.0,7.0,,13.75,16492.74
1945,Honda City i VTEC CVT SV,Kochi,2017,39430,Petrol,Automatic,First,18.0,1.497,117.3,5.0,,8.29,9943.62
1946,Maruti Swift VDI,Coimbatore,2014,83274,Diesel,Manual,First,22.9,1.248,74.0,5.0,,5.79,6944.94
1947,Mercedes-Benz New C-Class 220 CDI AT,Coimbatore,2017,32324,Diesel,Automatic,First,14.84,2.143,170.0,5.0,,30.5,36583.9
1948,Honda City 1.5 S MT,Mumbai,2011,49999,Petrol,Manual,First,17.0,1.497,118.0,5.0,,3.8,4557.99
1949,Tata Sumo EX,Bangalore,2014,66000,Diesel,Manual,First,15.3,2.956,83.8,7.0,,4.45,5337.65
1950,Hyundai i20 Magna,Delhi,2012,54000,Petrol,Manual,First,18.5,1.197,82.85,5.0,,3.3,3958.26
1951,Fiat Linea 1.3 Dynamic,Jaipur,2009,80000,Diesel,Manual,Second,20.4,1.248,91.2,5.0,,1.75,2099.08
1952,Honda Civic 2006-2010 1.8 V AT,Bangalore,2011,72000,Petrol,Automatic,Second,12.9,1.799,130.0,5.0,,5.5,6597.1
1953,Hyundai Creta 1.6 SX Plus Diesel,Pune,2017,44865,Diesel,Manual,First,19.67,1.582,126.2,5.0,,13.35,16012.95
1954,Audi A3 35 TDI Technology,Delhi,2017,22000,Diesel,Automatic,Second,20.38,1.968,143.0,5.0,,22.5,26988.13
1955,Hyundai Verna VTVT 1.6 SX Option,Delhi,2013,57478,Petrol,Manual,Second,17.0,1.591,121.3,5.0,13.59,5.25,16300.83
1956,Hyundai i20 1.4 CRDi Magna,Hyderabad,2011,75000,Diesel,Manual,First,21.9,1.396,90.0,5.0,,3.75,4498.02
1957,Honda Mobilio S i DTEC,Kochi,2015,50624,Diesel,Manual,First,24.2,1.498,98.6,7.0,,6.32,7580.66
1958,Hyundai Verna 1.6 SX CRDI (O) AT,Bangalore,2018,75000,Diesel,Automatic,First,22.32,1.582,126.32,5.0,,7.75,9295.91
1959,Ford Fiesta 1.6 ZXI Duratec,Chennai,2006,87000,Petrol,Manual,Second,15.3,1.596,101.0,5.0,,1.37,1643.28
1960,Hyundai i10 Sportz 1.2,Mumbai,2010,62000,Petrol,Manual,First,20.36,1.197,78.9,5.0,,2.1,2518.89
1961,Maruti Vitara Brezza ZDi,Hyderabad,2016,41372,Diesel,Manual,First,24.3,1.248,88.5,5.0,11.02,9.3,13218.18
1962,Toyota Innova 2.5 VX (Diesel) 7 Seater,Ahmedabad,2015,70000,Diesel,Manual,First,12.99,2.494,100.6,7.0,,12.0,14393.67
1963,Mercedes-Benz GLA Class 200 d Sport,Pune,2017,35000,Diesel,Automatic,First,17.9,2.143,136.0,5.0,41.94,23.5,50305.87
1964,Maruti Alto LXi BSIII,Hyderabad,2006,71993,Petrol,Manual,First,19.7,0.796,46.3,5.0,,1.8,2159.05
1965,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Chennai,2013,62000,Diesel,Automatic,Second,14.84,2.143,170.0,5.0,,12.5,14993.4
1966,Maruti Swift LDI,Delhi,2015,51000,Diesel,Manual,First,22.9,1.248,74.0,5.0,,4.74,5685.5
1967,Hyundai Grand i10 Sportz,Kochi,2016,26038,Petrol,Manual,First,18.9,1.197,82.0,5.0,,5.43,6513.13
1968,Toyota Fortuner 4x4 AT,Kochi,2018,37713,Diesel,Automatic,Second,12.55,2.982,168.5,7.0,,31.62,37927.31
1969,Toyota Innova 2.0 GX 8 STR,Kolkata,2011,78088,Petrol,Manual,First,12.4,1.998,132.0,8.0,,6.3,7556.68
1970,Ford EcoSport 1.5 TDCi Titanium,Kochi,2017,30453,Diesel,Manual,First,22.77,1.498,98.59,5.0,,8.45,10135.54
1971,Ford Figo 1.2P Titanium MT,Pune,2016,54000,Petrol,Manual,First,18.16,1.196,86.8,5.0,,5.0,5997.36
1972,Toyota Fortuner 3.0 Diesel,Chennai,2011,190000,Diesel,Manual,First,11.5,2.982,171.0,7.0,,13.0,15593.14
1973,Maruti Swift Dzire VXI,Hyderabad,2012,65097,Petrol,Manual,First,19.1,1.197,85.8,5.0,,4.7,5637.52
1974,BMW 7 Series 740Li,Coimbatore,2018,28060,Petrol,Automatic,First,12.05,2.979,320.0,5.0,,93.67,112354.56
1975,Skoda Superb 1.8 TSI MT,Pune,2012,282000,Petrol,Manual,First,13.14,1.798,160.0,5.0,,3.3,3958.26
1976,Maruti Wagon R LXI Minor,Jaipur,2009,111000,Petrol,Manual,Second,18.9,1.061,67.0,5.0,,1.51,1811.2
1977,Renault Duster 110PS Diesel RxZ,Kochi,2013,63295,Diesel,Manual,First,19.01,1.461,108.45,5.0,,6.09,7304.79
1978,Maruti Ciaz VXi Plus,Mumbai,2015,35770,Petrol,Manual,First,20.73,1.373,91.1,5.0,,5.95,7136.86
1979,Hyundai Elantra CRDi SX,Hyderabad,2012,125928,Diesel,Manual,First,22.7,1.582,126.24,5.0,,9.0,10795.25
1980,Skoda Rapid 1.5 TDI AT Elegance,Kolkata,2015,45000,Diesel,Automatic,First,21.66,1.498,103.52,5.0,,4.25,5097.76
1981,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2013,21000,Diesel,Automatic,First,14.84,2.143,170.0,5.0,,23.5,28187.6
1982,Honda Accord 2.4 A/T,Mumbai,2011,54774,Petrol,Automatic,First,11.7,2.354,177.6,5.0,,6.35,7616.65
1983,Maruti Celerio VXI,Chennai,2014,41123,Petrol,Manual,First,23.1,0.998,67.04,5.0,,3.4,4078.21
1984,BMW 7 Series 740Li,Bangalore,2017,17465,Petrol,Automatic,First,12.05,2.979,320.0,5.0,,93.0,111550.92
1985,BMW 3 Series 320d Sport,Chennai,2014,48000,Diesel,Automatic,First,22.69,1.995,190.0,5.0,,21.6,25908.6
1986,Volkswagen Vento Diesel Trendline,Chennai,2011,173000,Diesel,Manual,First,20.54,1.598,103.6,5.0,,4.0,4797.89
1987,Maruti Swift Dzire Tour LDI,Pune,2018,12000,Diesel,Manual,First,23.4,1.248,74.0,5.0,,5.5,6597.1
1988,Land Rover Freelander 2 SE,Mumbai,2012,34000,Diesel,Automatic,First,12.39,2.179,147.51,5.0,,19.25,23089.84
1989,Hyundai i20 1.4 CRDi Magna,Hyderabad,2012,71360,Diesel,Manual,First,21.9,1.396,90.0,5.0,,3.95,4737.92
1990,Maruti Dzire VDI,Mumbai,2012,74000,Diesel,Manual,Second,28.4,1.248,73.75,5.0,8.94,4.25,10723.28
1991,Jeep Compass 2.0 Longitude,Kochi,2018,28937,Diesel,Manual,First,17.1,1.956,170.0,5.0,21.38,17.02,25644.72
1992,Maruti Ertiga VDI,Hyderabad,2012,82085,Diesel,Manual,First,20.77,1.248,88.76,7.0,,6.5,7796.57
1993,Ford Figo Petrol ZXI,Bangalore,2011,68465,Petrol,Manual,First,15.6,1.196,70.0,5.0,,2.95,3538.44
1994,Toyota Corolla Altis 1.4 DG,Coimbatore,2013,63854,Diesel,Manual,First,21.43,1.364,86.79,5.0,19.27,7.12,23113.83
1995,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3000,Diesel,Automatic,First,24.3,1.248,88.5,5.0,12.88,11.25,15449.2
1996,Honda City 1.5 S MT,Delhi,2009,65055,Petrol,Manual,First,17.0,1.497,118.0,5.0,,2.75,3298.55
1997,Mahindra Scorpio S10 4WD,Hyderabad,2015,120000,Diesel,Manual,First,15.4,2.179,120.0,7.0,,12.0,14393.67
1998,Hyundai Xcent 1.2 VTVT SX,Mumbai,2014,64241,Petrol,Manual,First,20.14,1.197,81.86,5.0,8.27,3.67,9919.64
1999,Mercedes-Benz E-Class 220 CDI,Pune,2001,121000,Diesel,Manual,First,15.0,2.148,0.0,5.0,,5.0,5997.36
2000,Mahindra Renault Logan 1.4 GLX Petrol,Pune,2008,2200,Petrol,Manual,First,15.7,1.39,75.0,5.0,,2.3,2758.79
2001,Skoda Octavia 1.9 TDI,Pune,2008,88123,Diesel,Manual,First,18.7,1.896,66.0,5.0,,2.2,2638.84
2002,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2014,79000,Diesel,Automatic,First,12.0,2.987,224.0,7.0,,41.0,49178.36
2003,BMW X1 sDrive 20d xLine,Bangalore,2016,28143,Diesel,Automatic,First,20.68,1.995,190.0,5.0,48.18,28.5,57790.57
2004,Volkswagen Vento 2013-2015 1.6 Comfortline,Mumbai,2015,23001,Petrol,Manual,First,15.04,1.598,103.2,5.0,,5.49,6585.1
2005,Audi A4 2.0 TDI,Ahmedabad,2013,82002,Diesel,Automatic,Second,16.55,1.968,147.51,5.0,,17.5,20990.76
2006,Ford Ikon 1.4 TDCi DuraTorq,Bangalore,2009,75000,Diesel,Manual,First,13.8,1.399,68.0,5.0,,1.99,2386.95
2007,Hyundai Verna 1.6 CRDi EX MT,Kochi,2016,37451,Diesel,Manual,First,22.32,1.582,126.3,5.0,,6.64,7964.5
2008,Toyota Innova Crysta 2.4 VX MT,Hyderabad,2017,67000,Diesel,Manual,First,13.68,2.393,147.8,7.0,22.87,16.5,27431.93
2009,Hyundai Grand i10 Asta Option,Pune,2016,25000,Petrol,Manual,First,18.9,1.197,82.0,5.0,,5.0,5997.36
2010,Volkswagen Ameo 1.2 MPI Comfortline,Mumbai,2017,12000,Petrol,Manual,First,17.0,1.198,73.75,5.0,,5.4,6477.15
2011,Renault KWID RXT,Kolkata,2017,25000,Petrol,Manual,First,25.17,0.799,53.3,5.0,,2.99,3586.42
2012,Honda City 1.5 S MT,Jaipur,2011,95936,Petrol,Manual,First,17.0,1.497,118.0,5.0,,4.1,4917.84
2013,Hyundai Grand i10 1.2 Kappa Magna AT,Kochi,2018,5354,Petrol,Automatic,First,18.9,1.197,81.86,5.0,7.37,6.76,8840.11
2014,Volkswagen Polo 1.0 MPI Comfortline,Chennai,2016,42000,Petrol,Manual,Second,18.78,0.999,75.0,5.0,7.33,5.5,8792.13
2015,Maruti Swift VDI BSIV,Coimbatore,2014,44282,Diesel,Manual,First,25.2,1.248,74.0,5.0,,5.99,7184.84
2016,Nissan Sunny 2011-2014 Diesel XV,Delhi,2012,70000,Diesel,Manual,First,21.64,1.461,84.8,5.0,,2.59,3106.63
2017,Jaguar XF 2.2 Litre Luxury,Mumbai,2013,31400,Diesel,Automatic,First,16.36,2.179,187.7,5.0,,26.75,32085.88
2018,Maruti Ciaz ZDi SHVS,Pune,2016,50000,Diesel,Manual,First,28.09,1.248,88.5,5.0,,8.5,10195.51
2019,Audi Q5 2008-2012 2.0 TDI,Bangalore,2011,53000,Diesel,Automatic,First,12.8,1.968,167.6,5.0,,23.0,27587.86
2020,Ford Figo Petrol ZXI,Pune,2014,21727,Petrol,Manual,First,15.6,1.196,70.02,5.0,,3.35,4018.23
2021,Hyundai Santa Fe 4x4 AT,Bangalore,2012,43000,Diesel,Automatic,Second,11.72,2.199,194.3,7.0,,10.75,12894.33
2022,Mahindra Scorpio VLX 2WD AIRBAG BSIV,Kolkata,2013,75000,Diesel,Manual,First,12.05,2.179,120.0,8.0,,6.29,7544.68
2023,Renault Duster 110PS Diesel RxL,Bangalore,2014,73557,Diesel,Manual,First,19.6,1.461,108.45,5.0,,7.75,9295.91
2024,Audi A4 New 2.0 TDI Multitronic,Delhi,2012,44555,Diesel,Automatic,First,15.2,1.968,140.8,5.0,,13.5,16192.88
2025,Maruti Eeco 7 Seater Standard,Coimbatore,2013,54885,Petrol,Manual,First,15.1,1.196,73.0,7.0,4.98,3.75,5973.37
2026,Mahindra Xylo E4,Mumbai,2011,76000,Diesel,Manual,Second,14.0,2.498,112.0,7.0,,3.75,4498.02
2027,Maruti Wagon R LXI,Jaipur,2006,101000,Petrol,Manual,Second,18.9,0.998,67.1,5.0,,1.5,1799.21
2028,Maruti Wagon R LXI BSIII,Chennai,2005,66000,Petrol,Manual,First,14.0,1.061,64.0,5.0,,1.45,1739.23
2029,Maruti SX4 ZXI MT BSIV,Coimbatore,2013,84360,Petrol,Manual,First,15.5,1.586,103.3,5.0,,4.12,4941.83
2030,Toyota Innova Crysta 2.4 VX MT,Mumbai,2016,25121,Diesel,Manual,First,13.68,2.393,147.8,7.0,23.06,17.11,27659.83
2031,Toyota Innova 2.5 G (Diesel) 7 Seater,Pune,2015,100000,Diesel,Manual,Second,12.99,2.494,100.6,7.0,,10.25,12294.59
2032,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,66035,Diesel,Manual,First,22.07,1.199,73.9,5.0,,2.49,2986.69
2033,Toyota Etios G,Pune,2015,190000,Petrol,Manual,Second,16.78,1.496,88.73,5.0,,3.85,4617.97
2034,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,85670,Diesel,Manual,First,22.7,1.498,89.84,5.0,,6.25,7496.7
2035,Hyundai Grand i10 CRDi Magna,Hyderabad,2015,35000,Diesel,Manual,First,24.0,1.12,70.0,5.0,,4.88,5853.42
2036,Honda City i VTEC CVT SV,Mumbai,2016,8000,Petrol,Automatic,First,18.0,1.497,117.3,5.0,,9.45,11335.01
2037,Toyota Innova 2.5 G3,Hyderabad,2007,162000,Diesel,Manual,Second,12.8,2.494,102.0,8.0,,4.8,5757.47
2038,Hyundai EON Era Plus,Kolkata,2012,60000,Petrol,Manual,First,21.1,0.814,55.2,5.0,,1.99,2386.95
2039,Hyundai i10 Magna 1.2,Hyderabad,2010,70600,Petrol,Manual,First,20.36,1.197,78.9,5.0,,2.8,3358.52
2040,Mercedes-Benz E-Class 2009-2013 E 200 CGI Elegance,Bangalore,2011,25000,Petrol,Automatic,Second,12.3,1.796,185.0,5.0,,22.0,26388.39
2041,Mahindra Bolero SLE,Hyderabad,2012,75000,Diesel,Manual,First,15.96,2.523,62.1,7.0,10.32,4.3,12378.55
2042,Skoda Laura Ambition 2.0 TDI CR AT,Coimbatore,2014,85071,Diesel,Automatic,First,20.0,1.968,138.1,5.0,,9.75,11694.85
2043,Maruti Swift ZXI,Ahmedabad,2015,40000,Petrol,Manual,First,20.4,1.197,81.8,5.0,,5.9,7076.89
2044,Audi A4 2.0 TDI,Delhi,2013,67000,Diesel,Automatic,First,16.55,1.968,147.51,5.0,,14.5,17392.35
2045,Ford Fiesta 1.4 SXi TDCi ABS,Hyderabad,2009,55000,Diesel,Manual,Second,17.8,1.399,68.0,5.0,,2.4,2878.73
2046,Maruti SX4 Vxi BSIII,Mumbai,2008,62000,Petrol,Manual,Second,15.0,1.586,104.68,5.0,,2.11,2530.89
2047,Hyundai Grand i10 AT Asta,Coimbatore,2017,22526,Petrol,Automatic,First,18.9,1.197,82.0,5.0,,7.6,9115.99
2048,Maruti Ritz AT,Hyderabad,2012,57788,Petrol,Automatic,First,17.16,1.197,85.8,5.0,,3.6,4318.1
2049,Mahindra Scorpio 2.6 CRDe,Jaipur,2013,72000,Diesel,Manual,First,10.5,2.179,120.0,8.0,,6.0,7196.83
2050,Mahindra Scorpio S4 7 Seater,Mumbai,2014,83128,Diesel,Manual,First,15.4,2.179,120.0,7.0,,7.45,8936.07
2051,Maruti Alto LXi,Chennai,2011,75000,Petrol,Manual,First,19.7,0.796,46.3,5.0,,2.1,2518.89
2052,Renault Duster 110PS Diesel RxZ,Ahmedabad,2013,58000,Diesel,Manual,Second,19.01,1.461,108.45,5.0,,5.2,6237.26
2053,Mahindra Jeep MM 550 PE,Hyderabad,2009,26000,Diesel,Manual,First,0.0,2.498,0.0,6.0,,6.99,8384.31
2054,Maruti Ignis 1.2 Alpha,Mumbai,2017,1000,Petrol,Manual,First,20.89,1.197,81.8,5.0,7.87,6.36,9439.85
2055,Toyota Innova 2.5 ZX Diesel 7 Seater,Kochi,2015,59751,Diesel,Manual,First,12.99,2.494,100.6,7.0,,11.62,13937.87
2056,BMW 7 Series 730Ld Eminence,Kochi,2015,29966,Diesel,Automatic,Second,16.77,2.993,261.49,5.0,,43.6,52296.99
2057,Hyundai Sonata Embera 2.0L CRDi MT,Kolkata,2009,65000,Diesel,Manual,Second,13.6,1.991,142.0,5.0,,4.9,5877.41
2058,Renault Duster Adventure Edition,Kochi,2015,75863,Diesel,Manual,First,19.01,1.461,108.45,5.0,,6.7,8036.46
2059,Maruti Wagon R CNG LXI,Mumbai,2013,54000,CNG,Manual,First,50.31,0.998,67.04,5.0,5.58,3.05,6693.06
2060,Audi A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,2014,24000,Diesel,Automatic,First,17.11,1.968,174.33,5.0,,25.0,29986.81
2061,Jeep Compass 2.0 Longitude,Coimbatore,2018,33218,Diesel,Manual,First,17.1,1.956,170.0,5.0,22.46,19.05,26940.15
2062,Hyundai Verna 1.4 VTVT,Kolkata,2015,33425,Petrol,Manual,First,17.43,1.396,105.5,5.0,,4.5,5397.63
2063,Honda Amaze VX i-Vtech,Pune,2013,47000,Petrol,Manual,First,18.0,1.198,86.7,5.0,,4.15,4977.81
2064,Hyundai Creta 1.6 CRDi SX Option,Chennai,2015,41000,Diesel,Manual,First,19.67,1.582,126.2,5.0,,11.9,14273.72
2065,Hyundai i10 Magna 1.1,Delhi,2011,62000,Petrol,Manual,First,19.81,1.086,68.05,5.0,,2.1,2518.89
2066,Mahindra TUV 300 T8,Delhi,2016,47035,Diesel,Manual,First,18.49,1.493,100.0,7.0,,6.95,8336.33
2067,Maruti Swift Dzire VXi,Pune,2008,56230,Petrol,Manual,Second,17.5,1.298,85.8,5.0,,2.4,2878.73
2068,Hyundai Accent GLE 1,Chennai,2007,55000,Petrol,Manual,First,13.2,1.495,94.0,5.0,,2.65,3178.6
2069,Mahindra XUV500 W8 2WD,Jaipur,2014,70669,Diesel,Manual,First,15.1,2.179,140.0,7.0,,9.0,10795.25
2070,Maruti Alto K10 2010-2014 VXI,Pune,2012,69000,Petrol,Manual,First,20.92,0.998,67.1,5.0,,2.1,2518.89
2071,Chevrolet Beat LT,Pune,2011,65000,Petrol,Manual,Second,18.6,1.199,79.4,5.0,,2.5,2998.68
2072,Audi A6 2.7 TDI,Mumbai,2009,30000,Diesel,Automatic,First,12.4,2.698,179.5,5.0,,8.95,10735.28
2073,Mini Cooper 5 DOOR D,Hyderabad,2017,2000,Diesel,Automatic,First,20.7,1.496,113.98,5.0,42.48,34.0,50953.58
2074,Maruti Swift 1.3 LXI,Pune,2011,24255,Petrol,Manual,First,16.1,,,,,3.15,3778.34
2075,Tata Zest Revotron 1.2T XMS,Chennai,2015,40000,Petrol,Manual,First,17.57,1.193,88.7,5.0,7.69,4.0,9223.94
2076,Honda City i DTEC SV,Kolkata,2014,40000,Diesel,Manual,First,26.0,1.498,98.6,5.0,,4.45,5337.65
2077,Chevrolet Beat LT,Jaipur,2010,26000,Petrol,Manual,First,18.6,1.199,79.4,5.0,,1.5,1799.21
2078,Audi A4 2.0 TDI Multitronic,Jaipur,2011,105000,Diesel,Automatic,Second,16.55,1.968,140.0,5.0,,14.5,17392.35
2079,Ford Aspire Titanium Plus Diesel,Kolkata,2015,2800,Diesel,Manual,First,26.1,1.498,99.0,5.0,9.4,8.41,11275.04
2080,Hyundai Verna SX CRDi AT,Mumbai,2014,71000,Diesel,Automatic,Second,19.08,1.582,126.32,5.0,,5.45,6537.12
2081,Honda City i VTEC CVT VX,Mumbai,2015,32896,Petrol,Automatic,First,18.0,1.497,117.3,5.0,,8.9,10675.3
2082,Hyundai i10 Sportz 1.2,Hyderabad,2012,45000,Petrol,Manual,First,20.36,1.197,78.9,5.0,,3.65,4378.07
2083,BMW X3 xDrive20d Expedition,Bangalore,2015,65000,Diesel,Automatic,Second,18.56,1.995,190.0,5.0,,29.0,34784.69
2084,Audi A4 2.0 TDI,Mumbai,2013,45200,Diesel,Automatic,First,16.55,1.968,147.51,5.0,,13.5,16192.88
2085,Honda CR-V 2.4 AT,Hyderabad,2008,82167,Petrol,Automatic,First,10.1,2.354,152.0,5.0,,5.4,6477.15
2086,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,37429,Petrol,Manual,First,18.9,1.197,81.86,5.0,8.1,5.89,9715.73
2087,Maruti Ciaz ZDi Plus SHVS,Hyderabad,2016,46000,Diesel,Manual,First,28.09,1.248,88.5,5.0,,8.45,10135.54
2088,Honda City i-VTEC V,Delhi,2011,67031,Petrol,Manual,First,17.4,1.497,117.3,5.0,11.85,4.0,14213.75
2089,BMW 6 Series 640d Coupe,Mumbai,2013,30000,Diesel,Automatic,First,9.52,2.993,313.0,4.0,,45.0,53976.25
2090,Maruti Celerio VXI AMT,Mumbai,2016,47691,Petrol,Automatic,First,23.1,0.998,67.04,5.0,6.08,3.94,7292.79
2091,Renault Koleos 2.0 Diesel,Jaipur,2011,32531,Diesel,Automatic,Second,13.73,1.995,148.0,5.0,,8.0,9595.78
2092,Ford Figo Diesel ZXI,Hyderabad,2013,71336,Diesel,Manual,First,20.0,1.399,68.0,5.0,,4.1,4917.84
2093,Toyota Innova 2.5 V Diesel 7-seater,Chennai,2006,196000,Diesel,Manual,First,12.8,2.494,102.0,7.0,,6.25,7496.7
2094,Maruti Dzire VDI,Kolkata,2015,28193,Diesel,Manual,First,28.4,1.248,73.75,5.0,8.36,5.25,10027.59
2095,Mercedes-Benz SLC 43 AMG,Coimbatore,2019,2526,Petrol,Automatic,First,19.0,2.996,362.07,2.0,,83.96,100707.69
2096,Hyundai Santro LP zipPlus,Coimbatore,2004,52146,Petrol,Manual,First,0.0,,,,,1.93,2314.98
2097,Mercedes-Benz E-Class E 220 d,Hyderabad,2013,85000,Diesel,Automatic,First,16.1,1.95,194.0,5.0,71.15,21.0,85342.45
2098,Hyundai Grand i10 1.2 Kappa Sportz,Ahmedabad,2015,20780,Petrol,Manual,First,18.9,1.197,81.86,5.0,6.82,4.3,8180.4
2099,Honda Mobilio S i VTEC,Mumbai,2014,43081,Petrol,Manual,First,17.3,1.497,117.3,7.0,,5.25,6297.23
2100,Porsche Cayenne Turbo S,Mumbai,2010,35000,Petrol,Automatic,Second,11.9,4.806,550.0,5.0,,32.0,38383.11
2101,Mahindra Quanto C8,Kolkata,2013,36000,Diesel,Manual,First,17.21,1.493,100.0,7.0,,3.9,4677.94
2102,Toyota Corolla H5,Mumbai,2007,67000,Petrol,Manual,Third,13.4,1.794,125.0,5.0,,2.2,2638.84
2103,Mahindra KUV 100 mFALCON D75 K4,Mumbai,2016,34079,Diesel,Manual,First,25.32,1.198,77.0,6.0,,3.7,4438.05
2104,BMW 3 Series 2005-2011 325i Sedan,Coimbatore,2010,77849,Petrol,Automatic,Second,10.9,2.497,215.0,5.0,,11.27,13518.05
2105,Maruti Alto 800 LXI,Jaipur,2013,86000,Petrol,Manual,First,22.74,0.796,47.3,5.0,,2.41,2890.73
2106,Audi Q3 35 TDI Quattro Premium,Pune,2015,110000,Diesel,Automatic,First,15.73,1.968,174.33,5.0,,19.0,22789.97
2107,Toyota Etios GD,Hyderabad,2015,116000,Diesel,Manual,Second,23.59,1.364,67.05,5.0,,5.8,6956.94
2108,Mahindra XUV500 W8 2WD,Coimbatore,2016,41840,Diesel,Manual,First,15.1,2.179,140.0,7.0,,13.52,16216.86
2109,Toyota Fortuner 4x2 MT TRD Sportivo,Hyderabad,2015,19317,Diesel,Manual,First,13.0,2.982,168.7,7.0,,24.5,29387.07
2110,Tata Indigo CS Emax CNG GLX,Pune,2014,41000,CNG,Manual,First,36.900000000000006,1.193,55.23,5.0,,3.25,3898.28
2111,Mercedes-Benz GLE 250d,Kochi,2017,25601,Diesel,Automatic,First,17.9,2.143,201.15,5.0,78.76,56.73,94470.43
2112,Hyundai Creta 1.6 CRDi SX,Jaipur,2015,83950,Diesel,Manual,First,19.67,1.582,126.2,5.0,,9.95,11934.75
2113,Honda City 1.5 V AT,Pune,2012,60000,Petrol,Automatic,First,16.8,1.497,118.0,5.0,,5.5,6597.1
2114,Audi A4 35 TDI Premium,Hyderabad,2015,50000,Diesel,Automatic,First,17.11,1.968,174.33,5.0,,25.0,29986.81
2115,Maruti Zen VXI,Kolkata,2009,37000,Petrol,Manual,First,17.3,0.993,60.0,5.0,,1.0,1199.47
2116,Maruti Alto LXi,Hyderabad,2011,76976,Petrol,Manual,Second,19.7,0.796,46.3,5.0,,2.15,2578.87
2117,Maruti Baleno Delta Automatic,Kochi,2018,21684,Petrol,Automatic,First,21.4,1.197,83.1,5.0,,7.89,9463.84
2118,Mahindra XUV500 W10 2WD,Delhi,2015,62000,Diesel,Manual,First,16.0,2.179,140.0,7.0,,10.25,12294.59
2119,Ford Freestyle Titanium Petrol,Mumbai,2007,1261,Petrol,Manual,First,19.0,1.194,94.68,5.0,8.12,6.0,9739.71
2120,Hyundai Elite i20 Asta Option,Coimbatore,2017,59450,Petrol,Manual,First,18.6,1.197,81.86,5.0,9.78,7.53,11730.84
2121,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,24465,Diesel,Automatic,First,19.27,2.143,167.62,5.0,,39.45,47319.18
2122,Honda City i VTEC SV,Delhi,2014,55000,Petrol,Manual,First,17.8,1.497,117.3,5.0,,5.84,7004.92
2123,Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2017,2000,Petrol,Manual,First,18.88,1.499,110.4,5.0,,8.65,10375.43
2124,Maruti Baleno Alpha 1.2,Kochi,2017,25040,Petrol,Manual,First,21.4,1.197,83.1,5.0,,7.74,9283.92
2125,Hyundai i10 Sportz,Bangalore,2008,84000,Petrol,Manual,First,20.36,1.197,78.9,5.0,,2.5,2998.68
2126,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Pune,2007,170428,Diesel,Manual,Second,12.8,2.494,102.0,8.0,,5.7,6836.99
2127,Maruti Baleno Delta,Mumbai,2016,12573,Petrol,Manual,First,21.4,1.197,83.1,5.0,7.36,5.8,8828.12
2128,Audi Q7 3.0 TDI Quattro Technology,Hyderabad,2012,88000,Diesel,Automatic,First,12.07,2.967,241.4,7.0,,36.5,43780.74
2129,Hyundai Santa Fe 2WD AT,Delhi,2012,86000,Diesel,Automatic,Second,13.01,2.199,194.3,7.0,,9.5,11394.99
2130,Hyundai Santro GLS I - Euro II,Coimbatore,2012,51019,Petrol,Manual,First,0.0,0.999,0.0,5.0,,3.48,4174.16
2131,Honda City 1.5 V MT Exclusive,Mumbai,2013,45000,Petrol,Manual,First,17.0,1.497,118.0,5.0,,4.55,5457.6
2132,Hyundai i20 1.4 CRDi Magna,Jaipur,2012,51000,Diesel,Manual,First,21.9,1.396,90.0,5.0,,3.9,4677.94
2133,Mahindra Bolero SLE BSIII,Pune,2007,92000,Diesel,Manual,First,13.6,2.523,63.0,7.0,,2.7,3238.58
